grid_id,lon_min,lat_min,lon_max,lat_max,centroid_lon,centroid_lat,forest_cover,wetland_density,disturbance_index,low_disturbance,climate_resilience,biodiversity
CELL_0017,-109.50000000000179,50.44144144144266,-109.40990990991168,50.53153153153277,-109.45495495495483,50.486476581946555,0.526605859130623,0.16709388634815556,0.36338089560809517,0.6366191043919048,0.45008502703593706,0.39821692581207935
CELL_0018,-109.50000000000179,50.53153153153277,-109.40990990991168,50.62162162162285,-109.4549549549548,50.57656664127686,0.5314603961421558,0.16897005570277224,0.3595114180674494,0.6404885819325505,0.45480192729376917,0.39931972849589115
CELL_0019,-109.50000000000178,50.62162162162285,-109.40990990991168,50.71171171171295,-109.45495495495479,50.66665670043541,0.6117677536879189,0.16961925443538503,0.2752411204053707,0.7247588795946294,0.5245167569275534,0.39970132416735377
CELL_0020,-109.50000000000178,50.711711711712915,-109.40990990991168,50.80180180180302,-109.45495495495474,50.75674675942136,0.6361161907736963,0.1690243567214543,0.249163337952622,0.750836662047378,0.5454369818884623,0.399351646355006
CELL_0021,-109.50000000000176,50.801801801803016,-109.40990990991166,50.891891891893124,-109.45495495495474,50.846836818233854,0.6606517030826243,0.16720317617701821,0.22207071855702828,0.7779292814429717,0.5661836199269232,0.3982811658106096
CELL_0022,-109.50000000000176,50.89189189189312,-109.40990990991166,50.981981981983196,-109.45495495495472,50.93692687687202,0.6850057906472089,0.16420610309679737,0.1943855260941556,0.8056144739058444,0.5864513806863675,0.3965195016898764
CELL_0023,-109.50000000000178,50.981981981983196,-109.40990990991166,51.000000000001165,-109.45495495496046,50.99100025168651,0.6995065250466576,0.1618735481227106,0.1775360363922357,0.8224639636077643,0.5983690871533469,0.3951484378894622
CELL_0024,-109.40990990991175,49.000000000001236,-109.31981981982165,49.09009009009135,-109.36486486486508,49.045035609958816,0.785872471594012,0.03972809127297432,0.0050124203824311875,0.9949875796175688,0.6397271372150684,0.3233519674387315
CELL_0025,-109.40990990991175,49.09009009009135,-109.31981981982165,49.180180180181445,-109.36486486486507,49.13512567192918,0.7642704523880757,0.05093068590231037,0.035265253747305624,0.9647347462526944,0.6240878057974835,0.3299367948651507
CELL_0026,-109.40990990991173,49.18018018018144,-109.31981981982165,49.270270270271524,-109.36486486486505,49.225215733740164,0.7427853603341619,0.06196617836170934,0.0652833583368891,0.9347166416631109,0.6085039925762037,0.3364234004967068
CELL_0027,-109.40990990991173,49.270270270271524,-109.31981981982165,49.360360360361625,-109.36486486486503,49.3153057953911,0.721435386937287,0.07281095519780036,0.0950318046056021,0.9049681953943979,0.592984987519657,0.34279790446712494
CELL_0028,-109.40990990991172,49.36036036036162,-109.31981981982163,49.45045045045172,-109.364864864865,49.405395856881235,0.7002432667951947,0.08343713169260157,0.12446802373265073,0.8755319762673492,0.5775428455712821,0.34904391628278986
CELL_0029,-109.40990990991172,49.4504504504517,-109.31981981982162,49.5405405405418,-109.36486486486498,49.495485918209845,0.6792389722080462,0.09381170826807068,0.15353840312201547,0.8464615968779845,0.5621944890292262,0.35514203896168606
CELL_0030,-109.40990990991172,49.540540540541784,-109.31981981982162,49.63063063063188,-109.36486486486496,49.58557597937621,0.6584660765538042,0.10389558463392481,0.18217091748373115,0.8178290825162688,0.5469669477375299,0.3610692895545633
CELL_0031,-109.40990990991172,49.63063063063187,-109.31981981982163,49.72072072072198,-109.36486486486494,49.67566604037953,0.6380135624726526,0.11366885796904069,0.21025844503679542,0.7897415549632045,0.5319318242749524,0.3668139692856709
CELL_0032,-109.40990990991172,49.72072072072198,-109.31981981982162,49.81081081081206,-109.3648648648649,49.765756101219104,0.6178662029346499,0.12312231428263276,0.23781090362411503,0.762189096375885,0.5170734123245341,0.37237066221868
CELL_0033,-109.4099099099117,49.81081081081206,-109.31981981982162,49.90090090090215,-109.36486486486488,49.855846161894156,0.5976050877855624,0.13212988499185369,0.2651860873307054,0.7348139126692945,0.5019944838657575,0.3776652658898835
CELL_0034,-109.4099099099117,49.90090090090213,-109.31981981982162,49.990990990992245,-109.36486486486488,49.94593622240385,0.46695552520480593,0.14061694916470008,0.40864498530934434,0.5913550146906557,0.39118908818375414,0.38265391849977004
CELL_0035,-109.4099099099117,49.99099099099224,-109.3198198198216,50.081081081082324,-109.36486486486483,50.036026282747486,0.5826524388192627,0.14849704472830183,0.29186863097128496,0.708131369028715,0.49352604891247914,0.387285798087212
CELL_0036,-109.40990990991169,50.08108108108232,-109.3198198198216,50.17117117117241,-109.36486486486484,50.12611634292426,0.5884622479962195,0.15567179957723007,0.29052398339227103,0.709476016607729,0.500520069297211,0.39150308203528394
CELL_0037,-109.40990990991169,50.1711711711724,-109.3198198198216,50.261261261262504,-109.36486486486481,50.21620640293334,0.5915831623962392,0.16203225123494686,0.29147254233752357,0.7085274576624765,0.5049629733941947,0.39524172276146624
CELL_0038,-109.40990990991169,50.2612612612625,-109.31981981982162,50.35135135135259,-109.36486486486478,50.30629646277397,0.5947973928614388,0.1674622705538722,0.2917023892020515,0.7082976107979485,0.5092320653237987,0.3984334601509111
CELL_0039,-109.40990990991169,50.35135135135258,-109.3198198198216,50.44144144144268,-109.36486486486476,50.39638652244531,0.5980364396886375,0.17184472065417775,0.2912076818660639,0.7087923181339362,0.5132359774311905,0.40100944174894515
CELL_0040,-109.40990990991168,50.44144144144266,-109.3198198198216,50.53153153153279,-109.36486486486474,50.48647658194655,0.6012212296686935,0.17507051543423804,0.28999909765732573,0.7100009023426743,0.5168763896905718,0.4029055473068591
CELL_0041,-109.40990990991168,50.53153153153277,-109.3198198198216,50.62162162162285,-109.36486486486471,50.57656664127689,0.6046178143280284,0.1770497965311745,0.2877361167593813,0.7122638832406187,0.5203590831213054,0.4040689585417502
CELL_0042,-109.40990990991168,50.62162162162285,-109.3198198198216,50.71171171171295,-109.36486486486471,50.66665670043542,0.6204937537884329,0.17772322856810477,0.27144013950079515,0.7285598604992048,0.5342901534673234,0.40446479842468186
CELL_0043,-109.40990990991168,50.71171171171293,-109.31981981982159,50.80180180180303,-109.36486486486467,50.75674675942137,0.64124383475088,0.17707054229804162,0.24911914868986063,0.7508808513101394,0.5520787912201757,0.4040811527966678
CELL_0044,-109.40990990991168,50.80180180180302,-109.31981981982159,50.89189189189313,-109.36486486486464,50.84683681823384,0.6643569507068106,0.17511369202613192,0.2234363360822386,0.7765636639177614,0.5715566672363499,0.402930926285202
CELL_0045,-109.40990990991166,50.89189189189312,-109.31981981982159,50.98198198198321,-109.36486486486463,50.936926876872036,0.687974940875371,0.17191356179347664,0.1963921609351759,0.8036078390648241,0.5911314833805978,0.4010499062160726
CELL_0046,-109.40990990991166,50.981981981983196,-109.31981981982159,51.000000000001165,-109.36486486487034,50.991000251686515,0.7021783710262696,0.1694327526218958,0.17975741272783669,0.8202425872721633,0.6027511878114703,0.3995916993619248
CELL_0047,-109.31981981982166,49.000000000001236,-109.22972972973156,49.09009009009137,-109.274774774775,49.045035609958816,0.7865682341069997,0.043645723774229206,0.006890329303651404,0.9931096706963486,0.6414016523490396,0.32565473164599296
CELL_0048,-109.31981981982166,49.09009009009135,-109.22972972973156,49.180180180181445,-109.274774774775,49.13512567192917,0.7650770238321457,0.05500973431843322,0.03713389906037659,0.9628661009396234,0.6259024406256863,0.33233443851583133
CELL_0049,-109.31981981982165,49.18018018018144,-109.22972972973155,49.270270270271524,-109.27477477477495,49.22521573374018,0.7437433452763371,0.06622840908668468,0.06711442385445637,0.9328855761455437,0.6104998624934992,0.3389287177650875
CELL_0050,-109.31981981982165,49.270270270271524,-109.22972972973155,49.360360360361625,-109.27477477477495,49.3153057953911,0.7224972037426065,0.07727086732260338,0.0968851424728286,0.9031148575271714,0.5951248598459149,0.3454194178442061
CELL_0051,-109.31981981982165,49.360360360361625,-109.22972972973155,49.45045045045172,-109.27477477477494,49.40539585688124,0.7011977323939826,0.08811034248081685,0.1265767879387782,0.8734232120612218,0.5796481330984743,0.351790805515673
CELL_0052,-109.31981981982163,49.450450450451704,-109.22972972973155,49.5405405405418,-109.27477477477493,49.49548591820986,0.680050925389705,0.09871485937333997,0.1559507739130778,0.8440492260869222,0.5642393000871375,0.3580240859286723
CELL_0053,-109.31981981982163,49.54054054054178,-109.22972972973155,49.630630630631885,-109.27477477477488,49.58557597937621,0.6590756834412381,0.10904612686135944,0.1849616377006303,0.8150383622993698,0.5489042483153136,0.36409675174902023
CELL_0054,-109.31981981982165,49.63063063063187,-109.22972972973155,49.72072072072198,-109.27477477477485,49.67566604037954,0.6382913248814822,0.11905823147422334,0.21355839457123238,0.7864416054287676,0.5336471410436278,0.36998181527513585
CELL_0055,-109.31981981982165,49.720720720721964,-109.22972972973155,49.810810810812065,-109.27477477477484,49.76575610121912,0.6177622883652298,0.1287494134940271,0.24167190558192728,0.7583280944180727,0.518523293381034,0.3756782421538978
CELL_0056,-109.31981981982162,49.81081081081206,-109.22972972973155,49.900900900902165,-109.27477477477481,49.85584616189414,0.59754848154138,0.1380564725153765,0.26919685034848306,0.7308031496515169,0.5035672838080167,0.3811488835125163
CELL_0057,-109.31981981982162,49.90090090090215,-109.22972972973155,49.99099099099225,-109.2747747747748,49.94593622240386,0.46742131232491557,0.1468576837418038,0.41231419237615297,0.587685807623847,0.3933001888130558,0.38632219014254665
CELL_0058,-109.31981981982162,49.990990990992245,-109.22972972973155,50.081081081082324,-109.27477477477477,50.036026282747514,0.46692788318161477,0.1550619518539661,0.41830414215146583,0.5816958578485342,0.3951180378602397,0.3911446166844471
CELL_0059,-109.3198198198216,50.081081081082324,-109.22972972973155,50.17117117117241,-109.27477477477476,50.12611634292424,0.6024215495249986,0.16256346681550488,0.2803950441465555,0.7196049558534445,0.5144931700770368,0.39555396854379954
CELL_0060,-109.31981981982162,50.17117117117241,-109.22972972973153,50.26126126126252,-109.27477477477474,50.21620640293335,0.6056670314539385,0.16924240572930352,0.28142454201656175,0.7185754579834382,0.5191310899495657,0.3994798144388023
CELL_0061,-109.31981981982162,50.2612612612625,-109.22972972973153,50.35135135135261,-109.27477477477471,50.306296462773965,0.6090313999367406,0.17496810522775488,0.28169315296180597,0.718306847038194,0.5236110976619889,0.40284535111493136
CELL_0062,-109.31981981982162,50.35135135135258,-109.22972972973152,50.441441441442684,-109.2747747747747,50.39638652244532,0.6124358109672882,0.17960574964184065,0.28119415951634297,0.718805840483657,0.527828030739459,0.4055713346162787
CELL_0063,-109.3198198198216,50.44144144144268,-109.22972972973152,50.53153153153279,-109.27477477477466,50.48647658194657,0.6157870133322079,0.1830271415379012,0.2799404521776989,0.7200595478223011,0.5316660627639735,0.407582411151594
CELL_0064,-109.3198198198216,50.53153153153277,-109.22972972973153,50.62162162162288,-109.27477477477466,50.57656664127689,0.6191678110190343,0.18512485756963562,0.277773078998216,0.722226921001784,0.5351674962434059,0.4088154378311841
CELL_0065,-109.3198198198216,50.62162162162285,-109.22972972973152,50.71171171171297,-109.2747747747746,50.66665670043543,0.6315694384462194,0.18582721133074973,0.2651608664123428,0.7348391335876572,0.5460981159943017,0.40922827775463555
CELL_0066,-109.3198198198216,50.71171171171293,-109.22972972973152,50.80180180180304,-109.27477477477458,50.756746759421375,0.6498698889450804,0.18510988659546507,0.24538049781835303,0.754619502181647,0.5617479598032442,0.40880663796967165
CELL_0067,-109.3198198198216,50.80180180180303,-109.2297297297315,50.89189189189313,-109.27477477477457,50.84683681823389,0.6708085094828542,0.18300023511775146,0.22188933730753535,0.7781106626924646,0.5793011522130057,0.4075665956964061
CELL_0068,-109.3198198198216,50.891891891893124,-109.2297297297315,50.981981981983225,-109.27477477477454,50.93692687687202,0.6931275493423082,0.17957260307862014,0.196063544520941,0.803936455479059,0.59768896687175,0.40555185123713233
CELL_0069,-109.3198198198216,50.98198198198321,-109.2297297297315,51.00000000000115,-109.27477477478028,50.99100025168651,0.7067807166745389,0.17692689568303974,0.1798992464135287,0.8201007535864713,0.6087870808311627,0.40399671805619264
CELL_0070,-109.22972972973156,49.00000000000127,-109.13963963964149,49.09009009009138,-109.18468468468491,49.04503560995885,0.7738354378859681,0.04738119925354758,0.022810390512845294,0.9771896094871547,0.6313986924354713,0.32785042489392313
CELL_0071,-109.22972972973156,49.09009009009137,-109.13963963964146,49.180180180181445,-109.1846846846849,49.13512567192919,0.7655942708382564,0.05889181123810114,0.03917639107166607,0.960823608928334,0.6274126515186998,0.33461630333535786
CELL_0072,-109.22972972973156,49.18018018018144,-109.13963963964146,49.27027027027154,-109.18468468468488,49.22521573374018,0.7440595298265266,0.07027344288099088,0.06947762168218276,0.9305223783178173,0.6118805690786764,0.3413063677962498
CELL_0073,-109.22972972973156,49.270270270271524,-109.13963963964147,49.360360360361646,-109.18468468468484,49.31530579539112,0.7226805311198167,0.08151097364197096,0.09951851795293662,0.9004814820470634,0.5964439087272896,0.34791173050091784
CELL_0074,-109.22972972973156,49.360360360361625,-109.13963963964147,49.450450450451704,-109.18468468468484,49.40539585688127,0.7014756597656739,0.09256213580495821,0.12925151002684532,0.8707484899731547,0.5811070232677495,0.3544075467035395
CELL_0075,-109.22972972973155,49.450450450451704,-109.13963963964147,49.5405405405418,-109.18468468468481,49.49548591820986,0.6804845291102596,0.10339633904682512,0.15861442271524662,0.8413855772847534,0.5658958423582996,0.3607758355697298
CELL_0076,-109.22972972973155,49.54054054054178,-109.13963963964147,49.630630630631885,-109.18468468468481,49.585575979376216,0.6597659532332485,0.11397655216392766,0.18752053519572323,0.8124794648042768,0.5508511587904004,0.3669948303487086
CELL_0077,-109.22972972973156,49.630630630631885,-109.13963963964147,49.72072072072198,-109.18468468468478,49.67566604037956,0.6394206738135045,0.12425782069036365,0.2158336219040981,0.7841663780959018,0.5360479017538945,0.3730381070369474
CELL_0078,-109.22972972973156,49.720720720721964,-109.13963963964146,49.81081081081208,-109.18468468468477,49.765756101219125,0.6196648528983989,0.1341854993581563,0.24328925867229834,0.7567107413277017,0.5216582896544709,0.3788735454273689
CELL_0079,-109.22972972973155,49.810810810812065,-109.13963963964146,49.900900900902165,-109.18468468468474,49.855846161894156,0.6012021615526184,0.14377892107280332,0.26915814658666776,0.7308418534133323,0.5082969132745353,0.38451250930225445
CELL_0080,-109.22972972973155,49.90090090090216,-109.13963963964146,49.99099099099225,-109.18468468468473,49.94593622240387,0.5813425083511603,0.15290861174856446,0.29619130705677926,0.7038086929432208,0.4935990241023528,0.389878894460836
CELL_0081,-109.22972972973155,49.99099099099224,-109.13963963964146,50.08108108108233,-109.1846846846847,50.036026282747486,0.46493318794389055,0.16145638925556408,0.4246709781833913,0.5753290218166087,0.39514069725962464,0.39490323405584604
CELL_0082,-109.22972972973155,50.081081081082324,-109.13963963964146,50.17117117117241,-109.18468468468467,50.12611634292426,0.6012463056601854,0.16930921801730395,0.2861317841505781,0.7138682158494218,0.5153215198287194,0.39951908635758576
CELL_0083,-109.22972972973155,50.17117117117241,-109.13963963964144,50.261261261262526,-109.18468468468465,50.21620640293336,0.6196785878043908,0.17633588787671028,0.2713750309787474,0.7286249690212526,0.5332046643354299,0.40364932671149867
CELL_0084,-109.22972972973155,50.26126126126252,-109.13963963964143,50.35135135135261,-109.18468468468464,50.306296462773986,0.6232121955090798,0.18238953288633827,0.27168376948950335,0.7283162305104967,0.5379209567633714,0.40720762807008015
CELL_0085,-109.22972972973155,50.351351351352584,-109.13963963964142,50.441441441442684,-109.1846846846846,50.39638652244532,0.6268061691073552,0.18731457654951544,0.271176436994616,0.728823563005384,0.5423806767858015,0.4101025433698514
CELL_0086,-109.22972972973153,50.441441441442684,-109.13963963964142,50.531531531532785,-109.18468468468457,50.48647658194657,0.6303497686847416,0.1909593680504558,0.2698687343739575,0.7301312656260426,0.5464464366949849,0.41224493304234056
CELL_0087,-109.22972972973153,50.53153153153277,-109.13963963964142,50.62162162162288,-109.18468468468456,50.5765666412769,0.6338475819132138,0.19319415933005457,0.2676693241366285,0.7323306758633715,0.5500867032584806,0.4135585318466468
CELL_0088,-109.22972972973153,50.62162162162287,-109.13963963964142,50.71171171171297,-109.18468468468456,50.66665670043545,0.6438267178206059,0.1939311865810607,0.2576353173046745,0.7423646826953255,0.5589292051332349,0.413991752668878
CELL_0089,-109.22972972973152,50.71171171171295,-109.13963963964142,50.80180180180304,-109.18468468468451,50.75674675942139,0.6606736029172156,0.1931408275846611,0.2393393876084377,0.7606606123915622,0.5733004382515886,0.413527183721379
CELL_0090,-109.22972972973152,50.80180180180302,-109.13963963964142,50.891891891893124,-109.18468468468448,50.846836818233875,0.6794397375300782,0.19085759103897224,0.21802390380054704,0.781976096199453,0.588924999533318,0.4121851090391725
CELL_0091,-109.2297297297315,50.891891891893124,-109.13963963964142,50.98198198198323,-109.18468468468447,50.93692687687203,0.7001817126484374,0.18717334940295252,0.19369042560815355,0.8063095743918465,0.6058770313954063,0.4100195307804637
CELL_0092,-109.2297297297315,50.981981981983225,-109.13963963964142,51.00000000000115,-109.18468468469018,50.99100025168653,0.713117651809026,0.18434331287669772,0.17815972810574265,0.8218402718942573,0.616303664309877,0.4083560498858636
CELL_0093,-109.13963963964149,49.00000000000127,-109.0495495495514,49.09009009009139,-109.09459459459485,49.045035609958845,0.7581486933330902,0.05089824197336622,0.04170046684505877,0.9582995331549412,0.6187781698847801,0.32991772449081325
CELL_0094,-109.13963963964149,49.09009009009138,-109.0495495495514,49.18018018018146,-109.09459459459482,49.1351256719292,0.7613304358639185,0.06257130035196301,0.04612660595777722,0.9538733940422228,0.6247275426841938,0.33677908808601914
CELL_0095,-109.13963963964147,49.18018018018144,-109.04954954955139,49.270270270271546,-109.0945945945948,49.2252157337402,0.7452100065375986,0.07411595798335731,0.07082584870063027,0.9291741512993698,0.6139282598471164,0.3435649783833216
CELL_0096,-109.13963963964147,49.27027027027154,-109.04954954955137,49.360360360361646,-109.09459459459478,49.31530579539112,0.7240278582829253,0.0855182289375705,0.10076894642086563,0.8992310535791344,0.5987071312001081,0.3502671745251109
CELL_0097,-109.13963963964147,49.36036036036162,-109.04954954955137,49.450450450451704,-109.09459459459475,49.40539585688126,0.7031132637749361,0.0967779507804688,0.1303348127125611,0.8696651872874389,0.5836786654686614,0.3568855810334397
CELL_0098,-109.13963963964147,49.450450450451704,-109.04954954955139,49.54054054054181,-109.09459459459472,49.495485918209866,0.6825297369276262,0.10783993553982002,0.1594196651543625,0.8405803348456375,0.5688827563625308,0.36338775870246454
CELL_0099,-109.13963963964147,49.5405405405418,-109.04954954955137,49.6306306306319,-109.09459459459472,49.58557597937623,0.6624077718976636,0.11866889431435018,0.18786234086917092,0.8121376591308291,0.5544227403727756,0.36975296489776494
CELL_0100,-109.13963963964147,49.630630630631885,-109.04954954955137,49.72072072072199,-109.09459459459471,49.67566604037957,0.6421705061767667,0.12922144456464976,0.21624235607537184,0.7837576439246281,0.5397872475240378,0.37595569958610897
CELL_0101,-109.13963963964147,49.72072072072198,-109.04954954955137,49.81081081081209,-109.09459459459468,49.76575610121916,0.6216389692831389,0.13944407985162657,0.24471280650332683,0.7552871934966732,0.5248066673539745,0.38196451195817227
CELL_0102,-109.13963963964146,49.81081081081208,-109.04954954955137,49.90090090090216,-109.09459459459465,49.85584616189416,0.6013800787654102,0.14927605496788274,0.27263524674816964,0.7273647532518304,0.5099552639898566,0.3877436962939025
CELL_0103,-109.13963963964146,49.90090090090216,-109.04954954955136,49.99099099099224,-109.09459459459462,49.94593622240388,0.5814853927560475,0.15874532593786037,0.2999317444603652,0.7000682555396348,0.49531996670311645,0.39330968500048474
CELL_0104,-109.13963963964146,49.99099099099224,-109.04954954955134,50.08108108108234,-109.09459459459462,50.036026282747514,0.46196882494126124,0.16765563130363645,0.4319304279109651,0.568069572089035,0.3942703176543414,0.39854711660375697
CELL_0105,-109.13963963964146,50.08108108108233,-109.04954954955134,50.17117117117244,-109.09459459459458,50.126116342924284,0.5968002839639658,0.1758852442691973,0.29520518277076807,0.704794817229232,0.513271297010879,0.4033844407199516
CELL_0106,-109.13963963964146,50.17117117117241,-109.04954954955136,50.261261261262526,-109.09459459459455,50.21620640293337,0.6223802193565808,0.18329140638726038,0.27316253405965374,0.7268374659403463,0.53744735689154,0.4077377446690046
CELL_0107,-109.13963963964144,50.261261261262526,-109.04954954955136,50.35135135135261,-109.09459459459454,50.306296462774,0.6373290051565086,0.18970949663622716,0.2616742316983837,0.7383257683016162,0.5521476455552436,0.4115102650622676
CELL_0108,-109.13963963964143,50.351351351352584,-109.04954954955136,50.44144144144269,-109.09459459459453,50.39638652244532,0.6411410143472719,0.19495969037847768,0.26115369583714215,0.7388463041628579,0.5568851375123349,0.4145963019038983
CELL_0109,-109.13963963964142,50.441441441442684,-109.04954954955134,50.531531531532785,-109.09459459459451,50.48647658194657,0.6449082316853654,0.1988614360997175,0.25978143822801647,0.7402185617719835,0.5612148410465568,0.4168897279436885
CELL_0110,-109.13963963964142,50.53153153153278,-109.04954954955134,50.621621621622886,-109.09459459459447,50.576566641276905,0.6485809923585918,0.2012562716930705,0.2575042007538884,0.7424957992461116,0.5650503887330642,0.41829739997134363
CELL_0111,-109.13963963964142,50.62162162162287,-109.04954954955133,50.71171171171295,-109.09459459459447,50.66665670043547,0.6572106028366417,0.20203513418032334,0.24892147773341525,0.7510785222665848,0.5727358009938701,0.41875521132997673
CELL_0112,-109.13963963964142,50.71171171171295,-109.04954954955133,50.80180180180306,-109.09459459459443,50.75674675942138,0.6720501565872437,0.20116129878955566,0.23268710263572434,0.7673128973642757,0.5853460666479899,0.4182415753877964
CELL_0113,-109.13963963964142,50.80180180180302,-109.04954954955133,50.891891891893145,-109.0945945945944,50.84683681823389,0.6897031329099121,0.1986789516545061,0.21241296705281512,0.7875870329471849,0.5999522707964215,0.4167824645266426
CELL_0114,-109.13963963964142,50.891891891893124,-109.04954954955133,50.98198198198323,-109.0945945945944,50.936926876872064,0.7088152861875165,0.19470315923036285,0.1896041541628833,0.8103958458371168,0.6154132764429895,0.4144455142162484
CELL_0115,-109.13963963964142,50.981981981983225,-109.04954954955133,51.000000000001165,-109.0945945946001,50.99100025168653,0.7209511090157252,0.1916660235657733,0.1747793024243701,0.8252206975756299,0.6250904254223653,0.4126603015147574
CELL_0116,-109.0495495495514,49.00000000000127,-108.95945945946131,49.09009009009139,-109.00450450450477,49.04503560995885,0.7424538601130853,0.05418746866111076,0.060447197234568005,0.939552802765432,0.6060883014460469,0.3318511149973707
CELL_0117,-109.0495495495514,49.090090090091365,-108.95945945946131,49.180180180181466,-109.00450450450474,49.13512567192922,0.7457927986625857,0.0660170753377485,0.06481190150938762,0.9351880984906124,0.6122166279348991,0.33880449687589465
CELL_0118,-109.0495495495514,49.18018018018146,-108.95945945946131,49.270270270271546,-109.00450450450474,49.22521573374021,0.7474291288910251,0.07773275589756448,0.07089645808769712,0.9291035419123028,0.6168395103786765,0.3456909135697043
CELL_0119,-109.04954954955139,49.270270270271524,-108.9594594594613,49.36036036036164,-109.00450450450467,49.31530579539113,0.7265778914984534,0.08931629993392202,0.10061138078300799,0.899388619216992,0.601954518970348,0.3524996610955675
CELL_0120,-109.04954954955139,49.36036036036162,-108.9594594594613,49.45045045045173,-109.00450450450467,49.40539585688128,0.705338324648461,0.10074556927728201,0.13063303891445385,0.8693669610855461,0.5866910603786706,0.3592177267514476
CELL_0121,-109.04954954955139,49.450450450451704,-108.9594594594613,49.54054054054181,-109.00450450450465,49.49548591820988,0.6841928583084087,0.11202876836591154,0.16045806563873855,0.8395419343612615,0.5714691100657445,0.36584993306390234
CELL_0122,-109.04954954955139,49.540540540541805,-108.95945945946129,49.63063063063191,-109.00450450450464,49.58557597937624,0.6632998975243265,0.12310419632538411,0.1898782514644337,0.8101217485355663,0.5564089445723858,0.372360012576722
CELL_0123,-109.04954954955137,49.6306306306319,-108.95945945946129,49.72072072072199,-109.00450450450462,49.675666040379575,0.6427366897336739,0.13392793349898746,0.2187828409328157,0.7812171590671844,0.541565432883321,0.37872214954189043
CELL_0124,-109.04954954955137,49.720720720721985,-108.95945945946127,49.8108108108121,-109.0045045045046,49.765756101219154,0.6226503824933824,0.14444846683316176,0.24698229011706774,0.7530177098829323,0.5270518917187597,0.38490606485183265
